Order ID,Category,Subcategory,Region,Sales
CA-2016-108196,Technology,Accessories,East,59.976
CA-2017-169362,Technology,Accessories,Central,39.984
US-2014-115413,Technology,Accessories,East,149.97
CA-2015-149083,Technology,Accessories,West,159.98
CA-2017-135587,Technology,Accessories,South,52
CA-2015-142993,Technology,Accessories,West,17.9
US-2017-166233,Technology,Accessories,South,24
CA-2017-118017,Technology,Accessories,West,76.752
CA-2017-118017,Technology,Accessories,West,102.336
CA-2016-148684,Technology,Accessories,South,399.98
CA-2017-128363,Technology,Accessories,South,1.584
CA-2017-165323,Technology,Accessories,East,101.34
CA-2017-139822,Technology,Accessories,East,59.98
CA-2017-120404,Technology,Accessories,East,2.97
US-2015-126753,Technology,Accessories,East,31.176
US-2016-117793,Technology,Accessories,Central,1.98
CA-2016-133872,Technology,Accessories,South,18.464
US-2017-105998,Technology,Accessories,West,199.75
CA-2015-110870,Technology,Accessories,West,299.94
CA-2017-120168,Technology,Accessories,East,120
CA-2015-132465,Technology,Accessories,East,19.99
CA-2016-166373,Technology,Accessories,Central,106.08
CA-2017-121489,Technology,Accessories,West,33.18
US-2017-133081,Technology,Accessories,East,63.88
US-2015-160563,Technology,Accessories,West,239.97
CA-2015-106187,Technology,Accessories,South,75
CA-2017-133046,Technology,Accessories,West,234.95
CA-2016-169663,Technology,Accessories,West,26.85
CA-2015-137064,Technology,Accessories,Central,18.528
CA-2014-127866,Technology,Accessories,West,41.94
US-2017-143770,Technology,Accessories,East,238
CA-2016-103464,Technology,Accessories,West,595
CA-2016-120803,Technology,Accessories,East,199.75
CA-2017-107174,Technology,Accessories,West,108.96
CA-2017-149699,Technology,Accessories,West,474.95
CA-2017-102736,Technology,Accessories,South,89.568
CA-2016-123050,Technology,Accessories,East,89.97
CA-2014-109855,Technology,Accessories,East,357
CA-2017-152310,Technology,Accessories,West,174.95
CA-2015-154284,Technology,Accessories,Central,637.44
CA-2014-156244,Technology,Accessories,South,158.928
CA-2016-166380,Technology,Accessories,South,111.98
US-2017-167318,Technology,Accessories,West,1649.95
CA-2017-113572,Technology,Accessories,East,7.88
CA-2014-153087,Technology,Accessories,South,498
CA-2014-110555,Technology,Accessories,West,217.44
CA-2016-145135,Technology,Accessories,East,59.97
CA-2017-140480,Technology,Accessories,East,141.9
CA-2016-147109,Technology,Accessories,Central,165.6
CA-2017-118199,Technology,Accessories,West,199.98
CA-2017-150091,Technology,Accessories,East,45
US-2017-132220,Technology,Accessories,West,62.352
CA-2015-112823,Technology,Accessories,East,25.488
CA-2015-144043,Technology,Accessories,West,46.688
US-2017-132031,Technology,Accessories,South,45.408
CA-2016-143154,Technology,Accessories,West,165.6
CA-2014-169061,Technology,Accessories,East,479.97
CA-2016-130400,Technology,Accessories,Central,27.96
CA-2015-135853,Technology,Accessories,Central,175.23
CA-2017-161172,Technology,Accessories,East,159.984
US-2014-163146,Technology,Accessories,West,56.4
CA-2014-137575,Technology,Accessories,East,199.98
CA-2015-149566,Technology,Accessories,West,39
US-2017-102904,Technology,Accessories,South,239.92
CA-2015-117884,Technology,Accessories,South,447.944
CA-2014-130673,Technology,Accessories,Central,20.784
CA-2017-162015,Technology,Accessories,West,1287.45
CA-2017-159667,Technology,Accessories,South,191.976
US-2016-116365,Technology,Accessories,Central,30.08
US-2016-116365,Technology,Accessories,Central,165.6
CA-2017-162936,Technology,Accessories,East,23.18
CA-2017-123624,Technology,Accessories,West,82.95
CA-2016-138233,Technology,Accessories,West,479.97
CA-2015-136147,Technology,Accessories,South,111.96
CA-2015-164084,Technology,Accessories,East,90
CA-2017-118346,Technology,Accessories,Central,399.95
CA-2014-142769,Technology,Accessories,West,199.98
CA-2014-142769,Technology,Accessories,West,144.96
CA-2014-142769,Technology,Accessories,West,118
CA-2016-112739,Technology,Accessories,Central,159.56
CA-2014-133634,Technology,Accessories,South,47.79
CA-2016-155446,Technology,Accessories,West,21.21
CA-2016-136770,Technology,Accessories,East,279.96
CA-2016-118311,Technology,Accessories,West,450
CA-2015-103870,Technology,Accessories,South,4.728
CA-2015-103870,Technology,Accessories,South,72.744
CA-2017-116988,Technology,Accessories,West,1287.45
US-2015-144771,Technology,Accessories,West,53.04
CA-2015-151722,Technology,Accessories,East,288
CA-2017-145765,Technology,Accessories,West,271.968
CA-2014-157644,Technology,Accessories,East,34.77
CA-2014-153808,Technology,Accessories,West,299.97
US-2016-112396,Technology,Accessories,West,89.97
US-2016-112396,Technology,Accessories,West,31.86
US-2015-115343,Technology,Accessories,East,617.976
CA-2017-135909,Technology,Accessories,West,209.94
US-2015-107944,Technology,Accessories,West,239.97
CA-2016-135594,Technology,Accessories,Central,50.12
US-2016-126431,Technology,Accessories,East,30.84
CA-2017-102610,Technology,Accessories,South,95.976
CA-2014-132983,Technology,Accessories,East,159.98
CA-2017-143252,Technology,Accessories,Central,29.34
CA-2017-130036,Technology,Accessories,East,1119.888
CA-2017-150910,Technology,Accessories,South,46.864
CA-2016-157280,Technology,Accessories,South,89.97
CA-2016-134180,Technology,Accessories,East,72
US-2014-149034,Technology,Accessories,East,47.496
US-2017-139577,Technology,Accessories,West,104.75
CA-2017-159100,Technology,Accessories,South,18.528
CA-2014-103807,Technology,Accessories,South,5.95
CA-2015-102855,Technology,Accessories,West,239.94
CA-2015-137071,Technology,Accessories,Central,100.8
CA-2014-100706,Technology,Accessories,South,99.98
CA-2016-102127,Technology,Accessories,East,20.97
CA-2016-102127,Technology,Accessories,East,139.96
CA-2015-148873,Technology,Accessories,Central,108.768
CA-2016-168830,Technology,Accessories,West,479.97
CA-2017-137463,Technology,Accessories,West,189.95
CA-2017-137463,Technology,Accessories,West,149.95
CA-2015-128993,Technology,Accessories,West,21.98
CA-2017-152968,Technology,Accessories,South,23.08
CA-2016-142524,Technology,Accessories,Central,279.95
US-2014-124625,Technology,Accessories,Central,89.97
CA-2017-152933,Technology,Accessories,Central,791.88
CA-2015-132941,Technology,Accessories,Central,207.984
CA-2014-132010,Technology,Accessories,South,22.96
CA-2014-106971,Technology,Accessories,Central,475.944
CA-2017-123029,Technology,Accessories,West,159.98
US-2016-165505,Technology,Accessories,East,99.98
US-2015-106873,Technology,Accessories,West,23.2
CA-2014-134215,Technology,Accessories,East,255.42
CA-2015-164007,Technology,Accessories,Central,2.376
CA-2017-156776,Technology,Accessories,West,55.76
US-2015-130512,Technology,Accessories,East,21.728
CA-2014-146843,Technology,Accessories,West,102.24
CA-2017-140781,Technology,Accessories,Central,39.816
CA-2017-102309,Technology,Accessories,South,199.95
CA-2016-113236,Technology,Accessories,South,47.92
US-2015-163433,Technology,Accessories,Central,41.424
CA-2014-128237,Technology,Accessories,West,45.48
CA-2017-124940,Technology,Accessories,Central,47.904
CA-2015-126347,Technology,Accessories,West,50
CA-2017-108756,Technology,Accessories,East,31.8
CA-2017-162789,Technology,Accessories,East,1071
CA-2014-145254,Technology,Accessories,West,45
CA-2015-119627,Technology,Accessories,West,30.08
CA-2015-119627,Technology,Accessories,West,252.8
CA-2017-151855,Technology,Accessories,South,27.192
CA-2015-158351,Technology,Accessories,East,319.984
US-2016-123610,Technology,Accessories,West,120
CA-2016-125220,Technology,Accessories,Central,1649.75
CA-2014-166590,Technology,Accessories,Central,1.98
CA-2015-163923,Technology,Accessories,South,151.96
CA-2016-129280,Technology,Accessories,East,132.52
CA-2016-129280,Technology,Accessories,East,431.976
US-2017-122672,Technology,Accessories,East,70.72
CA-2014-128524,Technology,Accessories,West,102.13
CA-2017-160633,Technology,Accessories,East,139.96
CA-2014-115133,Technology,Accessories,East,3.152
CA-2014-151330,Technology,Accessories,East,177
US-2017-107979,Technology,Accessories,West,89.544
CA-2017-161893,Technology,Accessories,West,95.984
CA-2016-160717,Technology,Accessories,West,26.96
CA-2017-118668,Technology,Accessories,West,16.59
CA-2014-114251,Technology,Accessories,East,51.56
CA-2014-114251,Technology,Accessories,East,58.416
CA-2016-108210,Technology,Accessories,Central,223.96
CA-2016-105781,Technology,Accessories,East,89.97
CA-2017-142293,Technology,Accessories,West,89.97
CA-2016-158358,Technology,Accessories,East,159.98
CA-2014-121762,Technology,Accessories,West,239.97
CA-2014-169019,Technology,Accessories,Central,431.136
CA-2017-144491,Technology,Accessories,Central,39.992
CA-2015-128608,Technology,Accessories,East,10.384
CA-2014-113257,Technology,Accessories,Central,319.968
CA-2017-130302,Technology,Accessories,East,895.944
CA-2017-113278,Technology,Accessories,Central,12.12
CA-2017-113278,Technology,Accessories,Central,159.8
CA-2014-153927,Technology,Accessories,South,272.61
CA-2014-112291,Technology,Accessories,West,62.31
CA-2014-112291,Technology,Accessories,West,159.98
CA-2015-127544,Technology,Accessories,East,79.99
US-2016-115441,Technology,Accessories,Central,124.25
CA-2014-115049,Technology,Accessories,Central,153.824
CA-2014-122609,Technology,Accessories,Central,127.984
US-2017-162124,Technology,Accessories,Central,191.968
CA-2017-164028,Technology,Accessories,West,223.58
CA-2014-111157,Technology,Accessories,East,151.2
CA-2017-121559,Technology,Accessories,Central,83.97
CA-2017-121559,Technology,Accessories,Central,39.89
CA-2017-141446,Technology,Accessories,South,18
CA-2016-125794,Technology,Accessories,West,36.24
CA-2017-163629,Technology,Accessories,South,79.99
CA-2014-115812,Office Supplies,Appliances,West,114.9
US-2015-118983,Office Supplies,Appliances,Central,68.81
CA-2016-137330,Office Supplies,Appliances,Central,60.34
CA-2016-127208,Office Supplies,Appliances,South,208.16
CA-2016-149223,Office Supplies,Appliances,Central,77.88
CA-2017-155376,Office Supplies,Appliances,Central,839.43
CA-2016-158834,Office Supplies,Appliances,West,157.92
CA-2014-139892,Office Supplies,Appliances,Central,177.98
US-2014-100853,Office Supplies,Appliances,Central,52.448
US-2017-152366,Office Supplies,Appliances,Central,97.264
CA-2014-133690,Office Supplies,Appliances,West,2.6
US-2017-116701,Office Supplies,Appliances,Central,66.284
CA-2014-131926,Office Supplies,Appliances,Central,1503.25
US-2017-155299,Office Supplies,Appliances,Central,1.624
CA-2016-112697,Office Supplies,Appliances,South,194.528
CA-2017-155698,Office Supplies,Appliances,South,647.84
CA-2015-130792,Office Supplies,Appliances,Central,8.652
CA-2017-117933,Office Supplies,Appliances,East,35.91
CA-2015-109638,Office Supplies,Appliances,West,103.92
CA-2016-109869,Office Supplies,Appliances,West,78.272
CA-2015-134894,Office Supplies,Appliances,South,152.94
CA-2014-145576,Office Supplies,Appliances,South,13
CA-2017-145233,Office Supplies,Appliances,West,31.152
CA-2014-131450,Office Supplies,Appliances,West,76.12
CA-2015-138009,Office Supplies,Appliances,Central,555.21
CA-2017-153787,Office Supplies,Appliances,West,97.16
US-2016-123470,Office Supplies,Appliances,West,122.328
CA-2017-126221,Office Supplies,Appliances,Central,209.3
CA-2016-103947,Office Supplies,Appliances,West,30.144
CA-2016-137239,Office Supplies,Appliances,East,113.552
CA-2017-130351,Office Supplies,Appliances,Central,61.44
US-2017-119438,Office Supplies,Appliances,Central,2.688
US-2017-168116,Office Supplies,Appliances,South,167.44
CA-2014-138527,Office Supplies,Appliances,South,166.84
US-2017-100048,Office Supplies,Appliances,East,281.34
CA-2016-136133,Office Supplies,Appliances,East,355.32
CA-2014-151995,Office Supplies,Appliances,West,213.92
CA-2017-129462,Office Supplies,Appliances,South,180.66
CA-2016-165316,Office Supplies,Appliances,South,23.696
CA-2015-111164,Office Supplies,Appliances,East,406.6
CA-2015-115091,Office Supplies,Appliances,South,28.84
CA-2016-140081,Office Supplies,Appliances,East,447.696
CA-2015-148250,Office Supplies,Appliances,West,134.48
CA-2017-115651,Office Supplies,Appliances,Central,58.464
CA-2015-161263,Office Supplies,Appliances,East,45.216
CA-2017-132521,Office Supplies,Appliances,West,119.96
CA-2015-165085,Office Supplies,Appliances,East,355.96
CA-2016-152170,Office Supplies,Appliances,Central,37.68
CA-2015-112452,Office Supplies,Appliances,Central,644.076
CA-2017-147039,Office Supplies,Appliances,Central,362.94
CA-2017-117212,Office Supplies,Appliances,West,81.92
CA-2017-115602,Office Supplies,Appliances,East,1704.56
US-2016-103646,Office Supplies,Appliances,Central,48.792
CA-2015-138898,Office Supplies,Appliances,West,845.728
CA-2016-141397,Office Supplies,Appliances,West,21.78
CA-2017-121804,Office Supplies,Appliances,South,72.8
CA-2014-122567,Office Supplies,Appliances,Central,7.96
CA-2014-118339,Office Supplies,Appliances,Central,93.78
CA-2014-126361,Office Supplies,Appliances,West,1089.75
CA-2015-124800,Office Supplies,Appliances,West,60.672
CA-2016-112389,Office Supplies,Appliances,East,11.67
US-2017-124926,Office Supplies,Appliances,Central,9.324
CA-2016-102456,Office Supplies,Appliances,East,170.88
CA-2015-164539,Office Supplies,Appliances,East,523.25
CA-2017-149489,Office Supplies,Appliances,East,99.28
CA-2015-148376,Office Supplies,Appliances,West,106.96
CA-2017-123491,Office Supplies,Appliances,West,1702.12
CA-2016-169943,Office Supplies,Appliances,East,242.9
CA-2015-127453,Office Supplies,Appliances,East,434.352
CA-2015-127453,Office Supplies,Appliances,East,3.552
CA-2015-127453,Office Supplies,Appliances,East,88.832
CA-2017-101483,Office Supplies,Appliances,South,34.848
US-2014-130379,Office Supplies,Appliances,Central,75.6
CA-2016-168956,Office Supplies,Appliances,Central,92.064
CA-2017-122693,Office Supplies,Appliances,South,1245.86
CA-2014-117345,Office Supplies,Appliances,South,62.92
CA-2015-121608,Office Supplies,Appliances,East,137.62
CA-2014-142587,Office Supplies,Appliances,East,121.792
CA-2017-157987,Office Supplies,Appliances,East,12.98
CA-2017-110905,Office Supplies,Appliances,Central,33.99
CA-2017-110905,Office Supplies,Appliances,Central,24.18
CA-2014-164721,Office Supplies,Appliances,West,320.88
US-2017-147221,Office Supplies,Appliances,Central,294.62
CA-2014-116407,Office Supplies,Appliances,South,333.056
CA-2016-131835,Office Supplies,Appliances,East,162.64
CA-2017-140676,Office Supplies,Appliances,East,90.86
US-2014-114188,Office Supplies,Appliances,East,33.28
CA-2016-118913,Office Supplies,Appliances,West,60.81
CA-2016-128412,Office Supplies,Appliances,West,65.34
CA-2016-128412,Office Supplies,Appliances,West,35.1
CA-2016-162313,Office Supplies,Appliances,Central,167.292
CA-2017-129378,Office Supplies,Appliances,West,241.96
CA-2014-128055,Office Supplies,Appliances,West,52.98
CA-2017-103380,Office Supplies,Appliances,West,8.62
CA-2015-116092,Office Supplies,Appliances,West,541.44
CA-2015-169201,Office Supplies,Appliances,West,43.26
CA-2015-169201,Office Supplies,Appliances,West,43.56
CA-2015-153108,Office Supplies,Appliances,Central,60.69
CA-2017-165687,Office Supplies,Appliances,South,35.04
US-2017-112928,Office Supplies,Appliances,East,17.48
CA-2017-122035,Office Supplies,Appliances,Central,416.32
CA-2015-117828,Office Supplies,Appliances,South,194.32
CA-2014-140886,Office Supplies,Appliances,South,69.216
CA-2017-152695,Office Supplies,Appliances,East,426.79
CA-2016-119025,Office Supplies,Appliances,Central,490.32
CA-2017-109701,Office Supplies,Appliances,West,79.47
US-2016-108637,Office Supplies,Appliances,South,160.32
US-2017-117534,Office Supplies,Appliances,West,176.04
CA-2015-154746,Office Supplies,Appliances,South,826.11
CA-2016-146934,Office Supplies,Appliances,East,662.84
CA-2017-138548,Office Supplies,Appliances,East,97.84
US-2016-135923,Office Supplies,Appliances,South,64.864
CA-2016-114972,Office Supplies,Appliances,West,1101.48
CA-2015-120397,Office Supplies,Appliances,Central,32.784
CA-2016-124352,Office Supplies,Appliances,Central,868.59
CA-2014-164385,Office Supplies,Appliances,East,143.952
US-2015-112508,Office Supplies,Appliances,South,6.992
CA-2014-129091,Office Supplies,Appliances,South,675.12
CA-2017-108553,Office Supplies,Appliances,East,121.94
US-2015-139759,Office Supplies,Appliances,West,105.96
CA-2017-132185,Office Supplies,Appliances,South,43.584
CA-2014-121286,Office Supplies,Appliances,South,58.24
CA-2015-155306,Office Supplies,Appliances,West,1447.65
CA-2017-167752,Office Supplies,Appliances,East,34.384
CA-2017-167752,Office Supplies,Appliances,East,1924.16
US-2015-122140,Office Supplies,Appliances,Central,32.192
CA-2015-127019,Office Supplies,Appliances,West,60.984
CA-2014-125514,Office Supplies,Appliances,Central,25.96
CA-2014-125514,Office Supplies,Appliances,Central,36.27
CA-2017-110842,Office Supplies,Appliances,West,10.89
US-2017-103828,Office Supplies,Appliances,West,83.79
CA-2015-118444,Office Supplies,Appliances,South,387.136
CA-2014-157721,Office Supplies,Appliances,East,19.9
CA-2017-167941,Office Supplies,Appliances,South,499.584
CA-2016-134376,Office Supplies,Appliances,East,61.44
CA-2014-138317,Office Supplies,Appliances,East,44.416
CA-2016-131499,Office Supplies,Appliances,East,207.48
CA-2017-116519,Office Supplies,Appliances,East,904.9
CA-2016-115525,Office Supplies,Appliances,East,243.88
US-2017-148054,Office Supplies,Appliances,West,227.84
US-2017-120089,Office Supplies,Appliances,East,663.936
CA-2017-118773,Office Supplies,Appliances,Central,12.992
CA-2015-114468,Office Supplies,Appliances,Central,5.768
CA-2016-150350,Office Supplies,Appliances,West,43.1
CA-2015-112557,Office Supplies,Appliances,East,206.43
CA-2017-105235,Office Supplies,Appliances,East,254.9
CA-2014-142314,Office Supplies,Appliances,Central,207.24
CA-2016-132409,Office Supplies,Appliances,East,34.848
CA-2014-140662,Office Supplies,Appliances,West,241.44
CA-2017-150525,Office Supplies,Appliances,Central,13.11
US-2015-110569,Office Supplies,Appliances,West,121.792
CA-2014-134551,Office Supplies,Appliances,South,43.512
CA-2015-120810,Office Supplies,Appliances,East,68.94
US-2017-109253,Office Supplies,Appliances,West,203.52
CA-2017-123778,Office Supplies,Appliances,West,160.96
CA-2015-151841,Office Supplies,Appliances,West,43.56
CA-2016-134803,Office Supplies,Appliances,West,262.24
CA-2017-168858,Office Supplies,Appliances,East,2504.74
CA-2014-168592,Office Supplies,Appliances,West,56.65
US-2015-147242,Office Supplies,Appliances,East,61.96
CA-2016-107328,Office Supplies,Appliances,West,487.92
US-2016-113649,Office Supplies,Appliances,South,569.536
CA-2017-121216,Office Supplies,Appliances,Central,29.312
CA-2017-155957,Office Supplies,Appliances,East,52.272
CA-2017-155957,Office Supplies,Appliances,East,213.136
CA-2016-145177,Office Supplies,Appliances,East,334.88
CA-2017-133004,Office Supplies,Appliances,Central,638.73
CA-2016-142097,Office Supplies,Appliances,South,43.26
CA-2014-120544,Office Supplies,Appliances,Central,34.176
CA-2016-151512,Office Supplies,Appliances,West,18.72
CA-2016-133340,Office Supplies,Appliances,Central,61.929
CA-2017-161956,Office Supplies,Appliances,West,321.92
CA-2017-141733,Office Supplies,Appliances,Central,87.444
CA-2015-167010,Office Supplies,Appliances,East,98.112
CA-2014-114517,Office Supplies,Appliances,East,56.52
CA-2017-112333,Office Supplies,Appliances,East,41.95
CA-2015-165624,Office Supplies,Appliances,South,542.94
CA-2015-165624,Office Supplies,Appliances,South,25.86
CA-2016-169957,Office Supplies,Appliances,West,236.88
CA-2017-100356,Office Supplies,Appliances,Central,23.992
US-2017-102288,Office Supplies,Appliances,Central,2.264
US-2017-102288,Office Supplies,Appliances,Central,0.444
CA-2014-127523,Office Supplies,Appliances,East,35.91
CA-2015-121272,Office Supplies,Appliances,West,73.28
US-2016-161683,Office Supplies,Appliances,East,394.816
CA-2014-133704,Office Supplies,Appliances,West,43.92
CA-2017-123351,Office Supplies,Appliances,South,80.48
CA-2015-123456,Office Supplies,Appliances,Central,48.632
CA-2017-102407,Office Supplies,Appliances,West,189
CA-2017-129021,Office Supplies,Appliances,South,161.376
CA-2014-123127,Office Supplies,Appliances,East,16.78
CA-2017-149853,Office Supplies,Appliances,South,17.92
CA-2016-158575,Office Supplies,Appliances,East,103.968
CA-2014-166954,Office Supplies,Appliances,West,270.72
CA-2016-156811,Office Supplies,Appliances,West,43.92
CA-2016-131737,Office Supplies,Appliances,East,901.95
CA-2014-130624,Office Supplies,Appliances,East,59.7
CA-2017-159464,Office Supplies,Appliances,South,17.24
CA-2016-163398,Office Supplies,Appliances,Central,26.406
US-2017-125717,Office Supplies,Appliances,West,209.792
CA-2016-109365,Office Supplies,Appliances,West,43.32
US-2014-138247,Office Supplies,Appliances,West,361.96
US-2017-149510,Office Supplies,Appliances,South,45.216
CA-2016-129868,Office Supplies,Appliances,West,7.9
US-2017-169502,Office Supplies,Appliances,Central,91.6
CA-2016-144540,Office Supplies,Appliances,Central,62.79
CA-2015-112130,Office Supplies,Appliances,East,23.696
CA-2015-112130,Office Supplies,Appliances,East,18.2
CA-2016-133550,Office Supplies,Appliances,Central,283.14
CA-2016-166240,Office Supplies,Appliances,Central,8.712
CA-2016-131968,Office Supplies,Appliances,South,671.544
CA-2017-132346,Office Supplies,Appliances,East,100.94
CA-2014-139598,Office Supplies,Appliances,East,34.656
CA-2014-139598,Office Supplies,Appliances,East,81.552
CA-2015-140025,Office Supplies,Appliances,Central,463.248
CA-2014-120278,Office Supplies,Appliances,Central,245.88
CA-2017-164042,Office Supplies,Appliances,Central,18.32
CA-2017-117926,Office Supplies,Appliances,West,69.48
CA-2016-166226,Office Supplies,Appliances,West,67.84
US-2016-131114,Office Supplies,Appliances,Central,4.356
CA-2017-155824,Office Supplies,Appliances,South,48.784
US-2017-130953,Office Supplies,Appliances,Central,137.62
CA-2016-155166,Office Supplies,Appliances,East,26.49
CA-2016-158694,Office Supplies,Appliances,West,129.92
CA-2014-124478,Office Supplies,Appliances,Central,167.535
US-2014-140452,Office Supplies,Appliances,Central,14.016
CA-2014-160766,Office Supplies,Appliances,East,601.3
CA-2017-155607,Office Supplies,Appliances,East,58.73
CA-2017-161333,Office Supplies,Appliances,West,46.8
US-2015-120502,Office Supplies,Appliances,West,75.84
CA-2017-117401,Office Supplies,Appliances,Central,706.86
CA-2016-111143,Office Supplies,Appliances,Central,54.96
US-2015-168914,Office Supplies,Appliances,Central,20.768
CA-2015-132318,Office Supplies,Appliances,South,182.91
CA-2017-147452,Office Supplies,Appliances,West,3.89
CA-2017-144484,Office Supplies,Appliances,West,406.6
CA-2016-122017,Office Supplies,Appliances,Central,81.96
CA-2014-123477,Office Supplies,Appliances,West,64.864
CA-2016-145492,Office Supplies,Appliances,West,39
US-2017-125647,Office Supplies,Appliances,Central,73.176
CA-2017-117422,Office Supplies,Appliances,East,161.568
CA-2015-160171,Office Supplies,Appliances,West,1640.7
CA-2016-158547,Office Supplies,Appliances,East,123.92
CA-2017-134495,Office Supplies,Appliances,South,20.808
CA-2017-127782,Office Supplies,Appliances,East,20.136
CA-2015-103177,Office Supplies,Appliances,East,160.32
CA-2016-110982,Office Supplies,Appliances,West,58.24
CA-2014-159800,Office Supplies,Appliances,West,43.68
CA-2016-136686,Office Supplies,Appliances,West,56.52
CA-2015-168634,Office Supplies,Appliances,West,7.78
CA-2016-158001,Office Supplies,Appliances,East,1040.8
CA-2014-164315,Office Supplies,Appliances,South,154.9
CA-2015-124107,Office Supplies,Appliances,Central,29.403
CA-2017-117324,Office Supplies,Appliances,Central,1089.75
CA-2014-163748,Office Supplies,Appliances,Central,3.16
CA-2017-158169,Office Supplies,Appliances,West,542.94
CA-2015-103835,Office Supplies,Appliances,West,1158.12
CA-2017-140186,Office Supplies,Appliances,West,97.84
CA-2016-149783,Office Supplies,Appliances,South,87.168
CA-2017-117632,Office Supplies,Appliances,West,7.77
CA-2014-115056,Office Supplies,Appliances,East,26.136
CA-2015-121783,Office Supplies,Appliances,Central,715.64
US-2014-117968,Office Supplies,Appliances,East,79.47
CA-2014-152443,Office Supplies,Appliances,East,245.88
US-2016-113985,Office Supplies,Appliances,West,59.7
CA-2017-161046,Office Supplies,Appliances,South,262.24
CA-2016-127138,Office Supplies,Appliances,West,154.9
CA-2014-140732,Office Supplies,Appliances,West,7.78
CA-2015-143980,Office Supplies,Appliances,East,414.96
CA-2016-162187,Office Supplies,Appliances,East,387.136
CA-2014-152422,Office Supplies,Appliances,East,91.92
US-2016-156692,Office Supplies,Appliances,South,17.34
CA-2017-139717,Office Supplies,Appliances,East,646.272
US-2015-155369,Office Supplies,Appliances,Central,19.568
CA-2015-153878,Office Supplies,Appliances,Central,272.4
CA-2014-120852,Office Supplies,Appliances,Central,19.432
CA-2016-124590,Office Supplies,Appliances,East,110.096
CA-2015-105613,Office Supplies,Appliances,Central,73.164
CA-2017-149944,Office Supplies,Appliances,West,76.12
CA-2017-121580,Office Supplies,Appliances,Central,465.16
CA-2014-101147,Office Supplies,Appliances,Central,2.394
CA-2014-141313,Office Supplies,Appliances,East,1737.18
CA-2014-167927,Office Supplies,Appliances,Central,247.716
US-2015-109015,Office Supplies,Appliances,East,8.39
CA-2016-113292,Office Supplies,Appliances,South,871.8
CA-2017-140872,Office Supplies,Appliances,South,5.2
CA-2017-140872,Office Supplies,Appliances,South,24.472
CA-2015-120621,Office Supplies,Appliances,South,962.08
US-2017-116652,Office Supplies,Appliances,West,108.96
CA-2017-144680,Office Supplies,Appliances,Central,33.62
US-2016-146857,Office Supplies,Appliances,Central,54.48
US-2015-156496,Office Supplies,Appliances,West,133.472
US-2016-127334,Office Supplies,Appliances,West,87.168
CA-2015-129322,Office Supplies,Appliances,East,113.92
CA-2015-109337,Office Supplies,Appliances,Central,19.75
US-2017-165869,Office Supplies,Appliances,Central,155.88
CA-2016-130442,Office Supplies,Appliances,South,34.944
CA-2014-120096,Office Supplies,Appliances,West,32.432
CA-2016-123358,Office Supplies,Appliances,West,113.76
CA-2016-154767,Office Supplies,Appliances,East,8.74
CA-2016-154767,Office Supplies,Appliances,East,275.24
US-2017-115609,Office Supplies,Appliances,West,168.1
US-2017-123204,Office Supplies,Appliances,East,17.48
CA-2017-107517,Office Supplies,Appliances,West,1640.7
CA-2017-111220,Office Supplies,Appliances,Central,5.588
CA-2017-121706,Office Supplies,Appliances,West,356.79
CA-2016-116526,Office Supplies,Appliances,Central,376.74
CA-2017-158561,Office Supplies,Appliances,South,1158.12
CA-2017-165099,Office Supplies,Appliances,Central,1.392
CA-2015-109386,Office Supplies,Appliances,South,44.43
CA-2015-166800,Office Supplies,Appliances,West,31.08
CA-2017-123687,Office Supplies,Appliances,South,208.44
US-2014-135881,Office Supplies,Appliances,East,208.16
CA-2014-114790,Office Supplies,Appliances,South,146.76
CA-2016-165330,Office Supplies,Appliances,West,83.42
CA-2017-169474,Office Supplies,Appliances,East,32.67
CA-2016-106950,Office Supplies,Appliances,South,309.456
CA-2015-119480,Office Supplies,Appliances,South,163.44
CA-2016-139941,Office Supplies,Appliances,East,52.56
CA-2015-106208,Office Supplies,Appliances,Central,53.088
US-2017-141677,Office Supplies,Appliances,Central,87.168
CA-2017-133102,Office Supplies,Appliances,Central,38.864
CA-2016-109953,Office Supplies,Appliances,West,151.62
CA-2017-153843,Office Supplies,Appliances,East,465.16
CA-2016-152730,Office Supplies,Appliances,Central,364.74
CA-2016-123337,Office Supplies,Appliances,West,17.48
US-2017-128447,Office Supplies,Appliances,West,400.8
CA-2014-130421,Office Supplies,Appliances,Central,176.772
CA-2016-105732,Office Supplies,Appliances,Central,378
CA-2014-141649,Office Supplies,Appliances,East,795.408
CA-2017-135069,Office Supplies,Appliances,East,195.104
US-2014-164763,Office Supplies,Appliances,South,32.67
CA-2016-138282,Office Supplies,Appliances,West,87.84
US-2017-160836,Office Supplies,Appliances,Central,1.556
US-2017-167920,Office Supplies,Appliances,South,214.9
US-2014-137155,Office Supplies,Appliances,East,533.94
CA-2015-123113,Office Supplies,Appliances,East,2625.12
CA-2014-124464,Office Supplies,Appliances,East,39.48
CA-2015-136805,Office Supplies,Appliances,Central,850.5
US-2015-159499,Office Supplies,Appliances,West,325.632
US-2014-120740,Office Supplies,Appliances,West,106.96
CA-2017-133487,Office Supplies,Appliances,West,152.94
CA-2015-120782,Office Supplies,Appliances,Central,186.732
US-2017-128951,Office Supplies,Appliances,South,179.94
CA-2014-150203,Office Supplies,Appliances,West,250.26
